Email,Status,Role,Activities completed,Last active
student0350@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0351@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0352@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0353@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0354@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0355@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0356@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0357@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0358@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0359@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0360@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0361@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0362@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0363@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0364@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0365@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0366@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0367@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0368@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0369@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0370@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0371@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0372@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0373@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0374@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0375@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0376@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0377@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0378@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0379@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0380@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0381@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0382@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0383@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0384@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0385@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0386@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0387@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0388@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0389@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0390@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0391@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0392@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0393@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0394@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0395@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0396@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0397@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0398@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0399@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student0400@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
student0401@sample.tri-ai.test,Active,Member,5,2026-04-17 11:47:00 UTC
student0402@sample.tri-ai.test,Active,Member,0,2026-04-14 12:54:00 UTC
student0403@sample.tri-ai.test,Active,Member,1,2026-04-17 13:01:00 UTC
student0404@sample.tri-ai.test,Active,Member,2,2026-04-14 14:08:00 UTC
student0405@sample.tri-ai.test,Active,Member,3,2026-04-17 15:15:00 UTC
student0406@sample.tri-ai.test,Active,Member,4,2026-04-14 16:22:00 UTC
student0407@sample.tri-ai.test,Active,Member,5,2026-04-17 17:29:00 UTC
student0408@sample.tri-ai.test,Active,Member,0,2026-04-14 10:36:00 UTC
student0409@sample.tri-ai.test,Active,Member,1,2026-04-17 11:43:00 UTC
student0410@sample.tri-ai.test,Active,Member,2,2026-04-14 12:50:00 UTC
student0411@sample.tri-ai.test,Active,Member,3,2026-04-17 13:57:00 UTC
student0412@sample.tri-ai.test,Active,Member,4,2026-04-14 14:04:00 UTC
student0413@sample.tri-ai.test,Active,Member,5,2026-04-17 15:11:00 UTC
student0414@sample.tri-ai.test,Active,Member,0,2026-04-14 16:18:00 UTC
student0415@sample.tri-ai.test,Active,Member,1,2026-04-17 17:25:00 UTC
student0416@sample.tri-ai.test,Active,Member,2,2026-04-14 10:32:00 UTC
student0417@sample.tri-ai.test,Active,Member,3,2026-04-17 11:39:00 UTC
student0418@sample.tri-ai.test,Active,Member,4,2026-04-14 12:46:00 UTC
student0419@sample.tri-ai.test,Active,Member,5,2026-04-17 13:53:00 UTC
student0420@sample.tri-ai.test,Active,Member,0,2026-04-14 14:00:00 UTC
student0421@sample.tri-ai.test,Active,Member,1,2026-04-17 15:07:00 UTC
student0422@sample.tri-ai.test,Active,Member,2,2026-04-14 16:14:00 UTC
student0423@sample.tri-ai.test,Active,Member,3,2026-04-17 17:21:00 UTC
student0424@sample.tri-ai.test,Active,Member,4,2026-04-14 10:28:00 UTC
student0425@sample.tri-ai.test,Active,Member,5,2026-04-17 11:35:00 UTC
student0426@sample.tri-ai.test,Active,Member,0,2026-04-14 12:42:00 UTC
student0427@sample.tri-ai.test,Active,Member,1,2026-04-17 13:49:00 UTC
student0428@sample.tri-ai.test,Active,Member,2,2026-04-14 14:56:00 UTC
student0429@sample.tri-ai.test,Active,Member,3,2026-04-17 15:03:00 UTC
student0430@sample.tri-ai.test,Active,Member,4,2026-04-14 16:10:00 UTC
student0431@sample.tri-ai.test,Active,Member,5,2026-04-17 17:17:00 UTC
student0432@sample.tri-ai.test,Active,Member,0,2026-04-14 10:24:00 UTC
student0433@sample.tri-ai.test,Active,Member,1,2026-04-17 11:31:00 UTC
student0434@sample.tri-ai.test,Active,Member,2,2026-04-14 12:38:00 UTC
student0435@sample.tri-ai.test,Active,Member,3,2026-04-17 13:45:00 UTC
student0436@sample.tri-ai.test,Active,Member,4,2026-04-14 14:52:00 UTC
student0437@sample.tri-ai.test,Active,Member,5,2026-04-17 15:59:00 UTC
student0438@sample.tri-ai.test,Active,Member,0,2026-04-14 16:06:00 UTC
student0439@sample.tri-ai.test,Active,Member,1,2026-04-17 17:13:00 UTC
student0440@sample.tri-ai.test,Active,Member,2,2026-04-14 10:20:00 UTC
student0441@sample.tri-ai.test,Active,Member,3,2026-04-17 11:27:00 UTC
student0442@sample.tri-ai.test,Active,Member,4,2026-04-14 12:34:00 UTC
student0443@sample.tri-ai.test,Active,Member,5,2026-04-17 13:41:00 UTC
student0444@sample.tri-ai.test,Active,Member,0,2026-04-14 14:48:00 UTC
student0445@sample.tri-ai.test,Active,Member,1,2026-04-17 15:55:00 UTC
student0446@sample.tri-ai.test,Active,Member,2,2026-04-14 16:02:00 UTC
student0447@sample.tri-ai.test,Active,Member,3,2026-04-17 17:09:00 UTC
student0448@sample.tri-ai.test,Active,Member,4,2026-04-14 10:16:00 UTC
student0449@sample.tri-ai.test,Active,Member,5,2026-04-17 11:23:00 UTC
student0450@sample.tri-ai.test,Active,Member,0,2026-04-14 12:30:00 UTC
student0451@sample.tri-ai.test,Active,Member,1,2026-04-17 13:37:00 UTC
student0452@sample.tri-ai.test,Active,Member,2,2026-04-14 14:44:00 UTC
student0453@sample.tri-ai.test,Active,Member,3,2026-04-17 15:51:00 UTC
student0454@sample.tri-ai.test,Active,Member,4,2026-04-14 16:58:00 UTC
student0455@sample.tri-ai.test,Active,Member,5,2026-04-17 17:05:00 UTC
student0456@sample.tri-ai.test,Active,Member,0,2026-04-14 10:12:00 UTC
student0457@sample.tri-ai.test,Active,Member,1,2026-04-17 11:19:00 UTC
student0458@sample.tri-ai.test,Active,Member,2,2026-04-14 12:26:00 UTC
student0459@sample.tri-ai.test,Active,Member,3,2026-04-17 13:33:00 UTC
student0460@sample.tri-ai.test,Active,Member,4,2026-04-14 14:40:00 UTC
student0461@sample.tri-ai.test,Active,Member,5,2026-04-17 15:47:00 UTC
student0462@sample.tri-ai.test,Active,Member,0,2026-04-14 16:54:00 UTC
student0463@sample.tri-ai.test,Active,Member,1,2026-04-17 17:01:00 UTC
student0464@sample.tri-ai.test,Active,Member,2,2026-04-14 10:08:00 UTC
student0465@sample.tri-ai.test,Active,Member,3,2026-04-17 11:15:00 UTC
student0466@sample.tri-ai.test,Active,Member,4,2026-04-14 12:22:00 UTC
student0467@sample.tri-ai.test,Active,Member,5,2026-04-17 13:29:00 UTC
student0468@sample.tri-ai.test,Active,Member,0,2026-04-14 14:36:00 UTC
student0469@sample.tri-ai.test,Active,Member,1,2026-04-17 15:43:00 UTC
student0470@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0471@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0472@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0473@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0474@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0475@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0476@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0477@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0478@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0479@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0480@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0481@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0482@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0483@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0484@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0485@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0486@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0487@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0488@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0489@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0490@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0491@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0492@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0493@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0494@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0495@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0496@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0497@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0498@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0499@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0500@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0501@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0502@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0503@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0504@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0505@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0506@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0507@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0508@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0509@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0510@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0511@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0512@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0513@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0514@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0515@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0516@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0517@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0518@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0519@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student0520@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
student0521@sample.tri-ai.test,Active,Member,5,2026-04-17 11:47:00 UTC
student0522@sample.tri-ai.test,Active,Member,0,2026-04-14 12:54:00 UTC
student0523@sample.tri-ai.test,Active,Member,1,2026-04-17 13:01:00 UTC
student0524@sample.tri-ai.test,Active,Member,2,2026-04-14 14:08:00 UTC
student0525@sample.tri-ai.test,Active,Member,3,2026-04-17 15:15:00 UTC
student0526@sample.tri-ai.test,Active,Member,4,2026-04-14 16:22:00 UTC
student0527@sample.tri-ai.test,Active,Member,5,2026-04-17 17:29:00 UTC
student0528@sample.tri-ai.test,Active,Member,0,2026-04-14 10:36:00 UTC
student0529@sample.tri-ai.test,Active,Member,1,2026-04-17 11:43:00 UTC
student0530@sample.tri-ai.test,Active,Member,2,2026-04-14 12:50:00 UTC
student0531@sample.tri-ai.test,Active,Member,3,2026-04-17 13:57:00 UTC
student0532@sample.tri-ai.test,Active,Member,4,2026-04-14 14:04:00 UTC
student0533@sample.tri-ai.test,Active,Member,5,2026-04-17 15:11:00 UTC
student0534@sample.tri-ai.test,Active,Member,0,2026-04-14 16:18:00 UTC
student0535@sample.tri-ai.test,Active,Member,1,2026-04-17 17:25:00 UTC
student0536@sample.tri-ai.test,Active,Member,2,2026-04-14 10:32:00 UTC
student0537@sample.tri-ai.test,Active,Member,3,2026-04-17 11:39:00 UTC
student0538@sample.tri-ai.test,Active,Member,4,2026-04-14 12:46:00 UTC
student0539@sample.tri-ai.test,Active,Member,5,2026-04-17 13:53:00 UTC
student0540@sample.tri-ai.test,Active,Member,0,2026-04-14 14:00:00 UTC
student0541@sample.tri-ai.test,Active,Member,1,2026-04-17 15:07:00 UTC
student0542@sample.tri-ai.test,Active,Member,2,2026-04-14 16:14:00 UTC
student0543@sample.tri-ai.test,Active,Member,3,2026-04-17 17:21:00 UTC
student0544@sample.tri-ai.test,Active,Member,4,2026-04-14 10:28:00 UTC
student0545@sample.tri-ai.test,Active,Member,5,2026-04-17 11:35:00 UTC
student0546@sample.tri-ai.test,Active,Member,0,2026-04-14 12:42:00 UTC
student0547@sample.tri-ai.test,Active,Member,1,2026-04-17 13:49:00 UTC
student0548@sample.tri-ai.test,Active,Member,2,2026-04-14 14:56:00 UTC
student0549@sample.tri-ai.test,Active,Member,3,2026-04-17 15:03:00 UTC
student0550@sample.tri-ai.test,Active,Member,4,2026-04-14 16:10:00 UTC
student0551@sample.tri-ai.test,Active,Member,5,2026-04-17 17:17:00 UTC
student0552@sample.tri-ai.test,Active,Member,0,2026-04-14 10:24:00 UTC
student0553@sample.tri-ai.test,Active,Member,1,2026-04-17 11:31:00 UTC
student0554@sample.tri-ai.test,Active,Member,2,2026-04-14 12:38:00 UTC
student0555@sample.tri-ai.test,Active,Member,3,2026-04-17 13:45:00 UTC
student0556@sample.tri-ai.test,Active,Member,4,2026-04-14 14:52:00 UTC
student0557@sample.tri-ai.test,Active,Member,5,2026-04-17 15:59:00 UTC
student0558@sample.tri-ai.test,Active,Member,0,2026-04-14 16:06:00 UTC
student0559@sample.tri-ai.test,Active,Member,1,2026-04-17 17:13:00 UTC
student0560@sample.tri-ai.test,Active,Member,2,2026-04-14 10:20:00 UTC
student0561@sample.tri-ai.test,Active,Member,3,2026-04-17 11:27:00 UTC
student0562@sample.tri-ai.test,Active,Member,4,2026-04-14 12:34:00 UTC
student0563@sample.tri-ai.test,Active,Member,5,2026-04-17 13:41:00 UTC
student0564@sample.tri-ai.test,Active,Member,0,2026-04-14 14:48:00 UTC
student0565@sample.tri-ai.test,Active,Member,1,2026-04-17 15:55:00 UTC
student0566@sample.tri-ai.test,Active,Member,2,2026-04-14 16:02:00 UTC
student0567@sample.tri-ai.test,Active,Member,3,2026-04-17 17:09:00 UTC
student0568@sample.tri-ai.test,Active,Member,4,2026-04-14 10:16:00 UTC
student0569@sample.tri-ai.test,Active,Member,5,2026-04-17 11:23:00 UTC
student0570@sample.tri-ai.test,Active,Member,0,2026-04-14 12:30:00 UTC
student0571@sample.tri-ai.test,Active,Member,1,2026-04-17 13:37:00 UTC
student0572@sample.tri-ai.test,Active,Member,2,2026-04-14 14:44:00 UTC
student0573@sample.tri-ai.test,Active,Member,3,2026-04-17 15:51:00 UTC
student0574@sample.tri-ai.test,Active,Member,4,2026-04-14 16:58:00 UTC
student0575@sample.tri-ai.test,Active,Member,5,2026-04-17 17:05:00 UTC
student0576@sample.tri-ai.test,Active,Member,0,2026-04-14 10:12:00 UTC
student0577@sample.tri-ai.test,Active,Member,1,2026-04-17 11:19:00 UTC
student0578@sample.tri-ai.test,Active,Member,2,2026-04-14 12:26:00 UTC
student0579@sample.tri-ai.test,Active,Member,3,2026-04-17 13:33:00 UTC
student0580@sample.tri-ai.test,Active,Member,4,2026-04-14 14:40:00 UTC
student0581@sample.tri-ai.test,Active,Member,5,2026-04-17 15:47:00 UTC
student0582@sample.tri-ai.test,Active,Member,0,2026-04-14 16:54:00 UTC
student0583@sample.tri-ai.test,Active,Member,1,2026-04-17 17:01:00 UTC
student0584@sample.tri-ai.test,Active,Member,2,2026-04-14 10:08:00 UTC
student0585@sample.tri-ai.test,Active,Member,3,2026-04-17 11:15:00 UTC
student0586@sample.tri-ai.test,Active,Member,4,2026-04-14 12:22:00 UTC
student0587@sample.tri-ai.test,Active,Member,5,2026-04-17 13:29:00 UTC
student0588@sample.tri-ai.test,Active,Member,0,2026-04-14 14:36:00 UTC
student0589@sample.tri-ai.test,Active,Member,1,2026-04-17 15:43:00 UTC
student0590@sample.tri-ai.test,Active,Member,2,2026-04-14 16:50:00 UTC
student0591@sample.tri-ai.test,Active,Member,3,2026-04-17 17:57:00 UTC
student0592@sample.tri-ai.test,Active,Member,4,2026-04-14 10:04:00 UTC
student0593@sample.tri-ai.test,Active,Member,5,2026-04-17 11:11:00 UTC
student0594@sample.tri-ai.test,Active,Member,0,2026-04-14 12:18:00 UTC
student0595@sample.tri-ai.test,Active,Member,1,2026-04-17 13:25:00 UTC
student0596@sample.tri-ai.test,Active,Member,2,2026-04-14 14:32:00 UTC
student0597@sample.tri-ai.test,Active,Member,3,2026-04-17 15:39:00 UTC
student0598@sample.tri-ai.test,Active,Member,4,2026-04-14 16:46:00 UTC
student0599@sample.tri-ai.test,Active,Member,5,2026-04-17 17:53:00 UTC
student0600@sample.tri-ai.test,Active,Member,0,2026-04-14 10:00:00 UTC
student0601@sample.tri-ai.test,Active,Member,1,2026-04-17 11:07:00 UTC
student0602@sample.tri-ai.test,Active,Member,2,2026-04-14 12:14:00 UTC
student0603@sample.tri-ai.test,Active,Member,3,2026-04-17 13:21:00 UTC
student0604@sample.tri-ai.test,Active,Member,4,2026-04-14 14:28:00 UTC
student0605@sample.tri-ai.test,Active,Member,5,2026-04-17 15:35:00 UTC
student0606@sample.tri-ai.test,Active,Member,0,2026-04-14 16:42:00 UTC
student0607@sample.tri-ai.test,Active,Member,1,2026-04-17 17:49:00 UTC
student0608@sample.tri-ai.test,Active,Member,2,2026-04-14 10:56:00 UTC
student0609@sample.tri-ai.test,Active,Member,3,2026-04-17 11:03:00 UTC
student0610@sample.tri-ai.test,Active,Member,4,2026-04-14 12:10:00 UTC
student0611@sample.tri-ai.test,Active,Member,5,2026-04-17 13:17:00 UTC
student0612@sample.tri-ai.test,Active,Member,0,2026-04-14 14:24:00 UTC
student0613@sample.tri-ai.test,Active,Member,1,2026-04-17 15:31:00 UTC
student0614@sample.tri-ai.test,Active,Member,2,2026-04-14 16:38:00 UTC
student0615@sample.tri-ai.test,Active,Member,3,2026-04-17 17:45:00 UTC
student0616@sample.tri-ai.test,Active,Member,4,2026-04-14 10:52:00 UTC
student0617@sample.tri-ai.test,Active,Member,5,2026-04-17 11:59:00 UTC
student0618@sample.tri-ai.test,Active,Member,0,2026-04-14 12:06:00 UTC
student0619@sample.tri-ai.test,Active,Member,1,2026-04-17 13:13:00 UTC
student0620@sample.tri-ai.test,Active,Member,2,2026-04-14 14:20:00 UTC
student0621@sample.tri-ai.test,Active,Member,3,2026-04-17 15:27:00 UTC
student0622@sample.tri-ai.test,Active,Member,4,2026-04-14 16:34:00 UTC
student0623@sample.tri-ai.test,Active,Member,5,2026-04-17 17:41:00 UTC
student0624@sample.tri-ai.test,Active,Member,0,2026-04-14 10:48:00 UTC
student0625@sample.tri-ai.test,Active,Member,1,2026-04-17 11:55:00 UTC
student0626@sample.tri-ai.test,Active,Member,2,2026-04-14 12:02:00 UTC
student0627@sample.tri-ai.test,Active,Member,3,2026-04-17 13:09:00 UTC
student0628@sample.tri-ai.test,Active,Member,4,2026-04-14 14:16:00 UTC
student0629@sample.tri-ai.test,Active,Member,5,2026-04-17 15:23:00 UTC
student0630@sample.tri-ai.test,Active,Member,0,2026-04-14 16:30:00 UTC
student0631@sample.tri-ai.test,Active,Member,1,2026-04-17 17:37:00 UTC
student0632@sample.tri-ai.test,Active,Member,2,2026-04-14 10:44:00 UTC
student0633@sample.tri-ai.test,Active,Member,3,2026-04-17 11:51:00 UTC
student0634@sample.tri-ai.test,Active,Member,4,2026-04-14 12:58:00 UTC
student0635@sample.tri-ai.test,Active,Member,5,2026-04-17 13:05:00 UTC
student0636@sample.tri-ai.test,Active,Member,0,2026-04-14 14:12:00 UTC
student0637@sample.tri-ai.test,Active,Member,1,2026-04-17 15:19:00 UTC
student0638@sample.tri-ai.test,Active,Member,2,2026-04-14 16:26:00 UTC
student0639@sample.tri-ai.test,Active,Member,3,2026-04-17 17:33:00 UTC
student0640@sample.tri-ai.test,Active,Member,4,2026-04-14 10:40:00 UTC
student0641@sample.tri-ai.test,Active,Member,5,2026-04-17 11:47:00 UTC
student0642@sample.tri-ai.test,Active,Member,0,2026-04-14 12:54:00 UTC
student0643@sample.tri-ai.test,Active,Member,1,2026-04-17 13:01:00 UTC
student0644@sample.tri-ai.test,Active,Member,2,2026-04-14 14:08:00 UTC
student0645@sample.tri-ai.test,Active,Member,3,2026-04-17 15:15:00 UTC
student0646@sample.tri-ai.test,Active,Member,4,2026-04-14 16:22:00 UTC
student0647@sample.tri-ai.test,Active,Member,5,2026-04-17 17:29:00 UTC
student0648@sample.tri-ai.test,Active,Member,0,2026-04-14 10:36:00 UTC
student0649@sample.tri-ai.test,Active,Member,1,2026-04-17 11:43:00 UTC
student0650@sample.tri-ai.test,Active,Member,2,2026-04-14 12:50:00 UTC
student0651@sample.tri-ai.test,Active,Member,3,2026-04-17 13:57:00 UTC
student0652@sample.tri-ai.test,Active,Member,4,2026-04-14 14:04:00 UTC
student0653@sample.tri-ai.test,Active,Member,5,2026-04-17 15:11:00 UTC
student0654@sample.tri-ai.test,Active,Member,0,2026-04-14 16:18:00 UTC
student0655@sample.tri-ai.test,Active,Member,1,2026-04-17 17:25:00 UTC
student0656@sample.tri-ai.test,Active,Member,2,2026-04-14 10:32:00 UTC
student0657@sample.tri-ai.test,Active,Member,3,2026-04-17 11:39:00 UTC
student0658@sample.tri-ai.test,Active,Member,4,2026-04-14 12:46:00 UTC
student0659@sample.tri-ai.test,Active,Member,5,2026-04-17 13:53:00 UTC
student0660@sample.tri-ai.test,Active,Member,0,2026-04-14 14:00:00 UTC
student0661@sample.tri-ai.test,Active,Member,1,2026-04-17 15:07:00 UTC
student0662@sample.tri-ai.test,Active,Member,2,2026-04-14 16:14:00 UTC
student0663@sample.tri-ai.test,Active,Member,3,2026-04-17 17:21:00 UTC
student0664@sample.tri-ai.test,Active,Member,4,2026-04-14 10:28:00 UTC
student0665@sample.tri-ai.test,Active,Member,5,2026-04-17 11:35:00 UTC
student0666@sample.tri-ai.test,Active,Member,0,2026-04-14 12:42:00 UTC
student0667@sample.tri-ai.test,Active,Member,1,2026-04-17 13:49:00 UTC
student0668@sample.tri-ai.test,Active,Member,2,2026-04-14 14:56:00 UTC
student0669@sample.tri-ai.test,Active,Member,3,2026-04-17 15:03:00 UTC
student0670@sample.tri-ai.test,Active,Member,4,2026-04-14 16:10:00 UTC
student0671@sample.tri-ai.test,Active,Member,5,2026-04-17 17:17:00 UTC
student0672@sample.tri-ai.test,Active,Member,0,2026-04-14 10:24:00 UTC
student0673@sample.tri-ai.test,Active,Member,1,2026-04-17 11:31:00 UTC
student0674@sample.tri-ai.test,Active,Member,2,2026-04-14 12:38:00 UTC
student0675@sample.tri-ai.test,Active,Member,3,2026-04-17 13:45:00 UTC
student0676@sample.tri-ai.test,Active,Member,4,2026-04-14 14:52:00 UTC
student0677@sample.tri-ai.test,Active,Member,5,2026-04-17 15:59:00 UTC
student0678@sample.tri-ai.test,Active,Member,0,2026-04-14 16:06:00 UTC
student0679@sample.tri-ai.test,Active,Member,1,2026-04-17 17:13:00 UTC
student0680@sample.tri-ai.test,Active,Member,2,2026-04-14 10:20:00 UTC
student0681@sample.tri-ai.test,Active,Member,3,2026-04-17 11:27:00 UTC
student0682@sample.tri-ai.test,Active,Member,4,2026-04-14 12:34:00 UTC
student0683@sample.tri-ai.test,Active,Member,5,2026-04-17 13:41:00 UTC
student0684@sample.tri-ai.test,Active,Member,0,2026-04-14 14:48:00 UTC
student0685@sample.tri-ai.test,Active,Member,1,2026-04-17 15:55:00 UTC
student0686@sample.tri-ai.test,Active,Member,2,2026-04-14 16:02:00 UTC
student0687@sample.tri-ai.test,Active,Member,3,2026-04-17 17:09:00 UTC
student0688@sample.tri-ai.test,Active,Member,4,2026-04-14 10:16:00 UTC
student0689@sample.tri-ai.test,Active,Member,5,2026-04-17 11:23:00 UTC
student0690@sample.tri-ai.test,Active,Member,0,2026-04-14 12:30:00 UTC
student0691@sample.tri-ai.test,Active,Member,1,2026-04-17 13:37:00 UTC
student0692@sample.tri-ai.test,Active,Member,2,2026-04-14 14:44:00 UTC
student0693@sample.tri-ai.test,Active,Member,3,2026-04-17 15:51:00 UTC
student0694@sample.tri-ai.test,Active,Member,4,2026-04-14 16:58:00 UTC
student0695@sample.tri-ai.test,Active,Member,5,2026-04-17 17:05:00 UTC
student0696@sample.tri-ai.test,Active,Member,0,2026-04-14 10:12:00 UTC
student0697@sample.tri-ai.test,Active,Member,1,2026-04-17 11:19:00 UTC
student0698@sample.tri-ai.test,Active,Member,2,2026-04-14 12:26:00 UTC
