Email,Team
student0700@sample.tri-ai.test,Team 70
student0701@sample.tri-ai.test,Team 71
student0702@sample.tri-ai.test,Team 71
student0703@sample.tri-ai.test,Team 71
student0704@sample.tri-ai.test,Team 71
student0705@sample.tri-ai.test,Team 71
student0706@sample.tri-ai.test,Team 71
student0707@sample.tri-ai.test,Team 71
student0708@sample.tri-ai.test,Team 71
student0709@sample.tri-ai.test,Team 71
student0710@sample.tri-ai.test,Team 71
student0711@sample.tri-ai.test,Team 72
student0712@sample.tri-ai.test,Team 72
student0713@sample.tri-ai.test,Team 72
student0714@sample.tri-ai.test,Team 72
student0715@sample.tri-ai.test,Team 72
student0716@sample.tri-ai.test,Team 72
student0717@sample.tri-ai.test,Team 72
student0718@sample.tri-ai.test,Team 72
student0719@sample.tri-ai.test,Team 72
student0720@sample.tri-ai.test,Team 72
student0721@sample.tri-ai.test,Team 73
student0722@sample.tri-ai.test,Team 73
student0723@sample.tri-ai.test,Team 73
student0724@sample.tri-ai.test,Team 73
student0725@sample.tri-ai.test,Team 73
student0726@sample.tri-ai.test,Team 73
student0727@sample.tri-ai.test,Team 73
student0728@sample.tri-ai.test,Team 73
student0729@sample.tri-ai.test,Team 73
student0730@sample.tri-ai.test,Team 73
student0731@sample.tri-ai.test,Team 74
student0732@sample.tri-ai.test,Team 74
student0733@sample.tri-ai.test,Team 74
student0734@sample.tri-ai.test,Team 74
student0735@sample.tri-ai.test,Team 74
student0736@sample.tri-ai.test,Team 74
student0737@sample.tri-ai.test,Team 74
student0738@sample.tri-ai.test,Team 74
student0739@sample.tri-ai.test,Team 74
student0740@sample.tri-ai.test,Team 74
student0741@sample.tri-ai.test,Team 75
student0742@sample.tri-ai.test,Team 75
student0743@sample.tri-ai.test,Team 75
student0744@sample.tri-ai.test,Team 75
student0745@sample.tri-ai.test,Team 75
student0746@sample.tri-ai.test,Team 75
student0747@sample.tri-ai.test,Team 75
student0748@sample.tri-ai.test,Team 75
student0749@sample.tri-ai.test,Team 75
student0750@sample.tri-ai.test,Team 75
student0751@sample.tri-ai.test,Team 76
student0752@sample.tri-ai.test,Team 76
student0753@sample.tri-ai.test,Team 76
student0754@sample.tri-ai.test,Team 76
student0755@sample.tri-ai.test,Team 76
student0756@sample.tri-ai.test,Team 76
student0757@sample.tri-ai.test,Team 76
student0758@sample.tri-ai.test,Team 76
student0759@sample.tri-ai.test,Team 76
student0760@sample.tri-ai.test,Team 76
student0761@sample.tri-ai.test,Team 77
student0762@sample.tri-ai.test,Team 77
student0763@sample.tri-ai.test,Team 77
student0764@sample.tri-ai.test,Team 77
student0765@sample.tri-ai.test,Team 77
student0766@sample.tri-ai.test,Team 77
student0767@sample.tri-ai.test,Team 77
student0768@sample.tri-ai.test,Team 77
student0769@sample.tri-ai.test,Team 77
student0770@sample.tri-ai.test,Team 77
student0771@sample.tri-ai.test,Team 78
student0772@sample.tri-ai.test,Team 78
student0773@sample.tri-ai.test,Team 78
student0774@sample.tri-ai.test,Team 78
student0775@sample.tri-ai.test,Team 78
student0776@sample.tri-ai.test,Team 78
student0777@sample.tri-ai.test,Team 78
student0778@sample.tri-ai.test,Team 78
student0779@sample.tri-ai.test,Team 78
student0780@sample.tri-ai.test,Team 78
student0781@sample.tri-ai.test,Team 79
student0782@sample.tri-ai.test,Team 79
student0783@sample.tri-ai.test,Team 79
student0784@sample.tri-ai.test,Team 79
student0785@sample.tri-ai.test,Team 79
student0786@sample.tri-ai.test,Team 79
student0787@sample.tri-ai.test,Team 79
student0788@sample.tri-ai.test,Team 79
student0789@sample.tri-ai.test,Team 79
student0790@sample.tri-ai.test,Team 79
student0791@sample.tri-ai.test,Team 80
student0792@sample.tri-ai.test,Team 80
student0793@sample.tri-ai.test,Team 80
student0794@sample.tri-ai.test,Team 80
student0795@sample.tri-ai.test,Team 80
student0796@sample.tri-ai.test,Team 80
student0797@sample.tri-ai.test,Team 80
student0798@sample.tri-ai.test,Team 80
student0799@sample.tri-ai.test,Team 80
student0800@sample.tri-ai.test,Team 80
student0801@sample.tri-ai.test,Team 81
student0802@sample.tri-ai.test,Team 81
student0803@sample.tri-ai.test,Team 81
student0804@sample.tri-ai.test,Team 81
student0805@sample.tri-ai.test,Team 81
student0806@sample.tri-ai.test,Team 81
student0807@sample.tri-ai.test,Team 81
student0808@sample.tri-ai.test,Team 81
student0809@sample.tri-ai.test,Team 81
student0810@sample.tri-ai.test,Team 81
student0811@sample.tri-ai.test,Team 82
student0812@sample.tri-ai.test,Team 82
student0813@sample.tri-ai.test,Team 82
student0814@sample.tri-ai.test,Team 82
student0815@sample.tri-ai.test,Team 82
student0816@sample.tri-ai.test,Team 82
student0817@sample.tri-ai.test,Team 82
student0818@sample.tri-ai.test,Team 82
student0819@sample.tri-ai.test,Team 82
student0820@sample.tri-ai.test,Team 82
student0821@sample.tri-ai.test,Team 83
student0822@sample.tri-ai.test,Team 83
student0823@sample.tri-ai.test,Team 83
student0824@sample.tri-ai.test,Team 83
student0825@sample.tri-ai.test,Team 83
student0826@sample.tri-ai.test,Team 83
student0827@sample.tri-ai.test,Team 83
student0828@sample.tri-ai.test,Team 83
student0829@sample.tri-ai.test,Team 83
student0830@sample.tri-ai.test,Team 83
student0831@sample.tri-ai.test,Team 84
student0832@sample.tri-ai.test,Team 84
student0833@sample.tri-ai.test,Team 84
student0834@sample.tri-ai.test,Team 84
student0835@sample.tri-ai.test,Team 84
student0836@sample.tri-ai.test,Team 84
student0837@sample.tri-ai.test,Team 84
student0838@sample.tri-ai.test,Team 84
student0839@sample.tri-ai.test,Team 84
student0840@sample.tri-ai.test,Team 84
student0841@sample.tri-ai.test,Team 85
student0842@sample.tri-ai.test,Team 85
student0843@sample.tri-ai.test,Team 85
student0844@sample.tri-ai.test,Team 85
student0845@sample.tri-ai.test,Team 85
student0846@sample.tri-ai.test,Team 85
student0847@sample.tri-ai.test,Team 85
student0848@sample.tri-ai.test,Team 85
student0849@sample.tri-ai.test,Team 85
student0850@sample.tri-ai.test,Team 85
student0851@sample.tri-ai.test,Team 86
student0852@sample.tri-ai.test,Team 86
student0853@sample.tri-ai.test,Team 86
student0854@sample.tri-ai.test,Team 86
student0855@sample.tri-ai.test,Team 86
student0856@sample.tri-ai.test,Team 86
student0857@sample.tri-ai.test,Team 86
student0858@sample.tri-ai.test,Team 86
student0859@sample.tri-ai.test,Team 86
student0860@sample.tri-ai.test,Team 86
student0861@sample.tri-ai.test,Team 87
student0862@sample.tri-ai.test,Team 87
student0863@sample.tri-ai.test,Team 87
student0864@sample.tri-ai.test,Team 87
student0865@sample.tri-ai.test,Team 87
student0866@sample.tri-ai.test,Team 87
student0867@sample.tri-ai.test,Team 87
student0868@sample.tri-ai.test,Team 87
student0869@sample.tri-ai.test,Team 87
student0870@sample.tri-ai.test,Team 87
student0871@sample.tri-ai.test,Team 88
student0872@sample.tri-ai.test,Team 88
student0873@sample.tri-ai.test,Team 88
student0874@sample.tri-ai.test,Team 88
student0875@sample.tri-ai.test,Team 88
student0876@sample.tri-ai.test,Team 88
student0877@sample.tri-ai.test,Team 88
student0878@sample.tri-ai.test,Team 88
student0879@sample.tri-ai.test,Team 88
student0880@sample.tri-ai.test,Team 88
student0881@sample.tri-ai.test,Team 89
student0882@sample.tri-ai.test,Team 89
student0883@sample.tri-ai.test,Team 89
student0884@sample.tri-ai.test,Team 89
student0885@sample.tri-ai.test,Team 89
student0886@sample.tri-ai.test,Team 89
student0887@sample.tri-ai.test,Team 89
student0888@sample.tri-ai.test,Team 89
student0889@sample.tri-ai.test,Team 89
student0890@sample.tri-ai.test,Team 89
student0891@sample.tri-ai.test,Team 90
student0892@sample.tri-ai.test,Team 90
student0893@sample.tri-ai.test,Team 90
student0894@sample.tri-ai.test,Team 90
student0895@sample.tri-ai.test,Team 90
student0896@sample.tri-ai.test,Team 90
student0897@sample.tri-ai.test,Team 90
student0898@sample.tri-ai.test,Team 90
student0899@sample.tri-ai.test,Team 90
student0900@sample.tri-ai.test,Team 90
student0901@sample.tri-ai.test,Team 91
student0902@sample.tri-ai.test,Team 91
student0903@sample.tri-ai.test,Team 91
student0904@sample.tri-ai.test,Team 91
student0905@sample.tri-ai.test,Team 91
student0906@sample.tri-ai.test,Team 91
student0907@sample.tri-ai.test,Team 91
student0908@sample.tri-ai.test,Team 91
student0909@sample.tri-ai.test,Team 91
student0910@sample.tri-ai.test,Team 91
student0911@sample.tri-ai.test,Team 92
student0912@sample.tri-ai.test,Team 92
student0913@sample.tri-ai.test,Team 92
student0914@sample.tri-ai.test,Team 92
student0915@sample.tri-ai.test,Team 92
student0916@sample.tri-ai.test,Team 92
student0917@sample.tri-ai.test,Team 92
student0918@sample.tri-ai.test,Team 92
student0919@sample.tri-ai.test,Team 92
student0920@sample.tri-ai.test,Team 92
student0921@sample.tri-ai.test,Team 93
student0922@sample.tri-ai.test,Team 93
student0923@sample.tri-ai.test,Team 93
student0924@sample.tri-ai.test,Team 93
student0925@sample.tri-ai.test,Team 93
student0926@sample.tri-ai.test,Team 93
student0927@sample.tri-ai.test,Team 93
student0928@sample.tri-ai.test,Team 93
student0929@sample.tri-ai.test,Team 93
student0930@sample.tri-ai.test,Team 93
student0931@sample.tri-ai.test,Team 94
student0932@sample.tri-ai.test,Team 94
student0933@sample.tri-ai.test,Team 94
student0934@sample.tri-ai.test,Team 94
student0935@sample.tri-ai.test,Team 94
student0936@sample.tri-ai.test,Team 94
student0937@sample.tri-ai.test,Team 94
student0938@sample.tri-ai.test,Team 94
student0939@sample.tri-ai.test,Team 94
student0940@sample.tri-ai.test,Team 94
student0941@sample.tri-ai.test,Team 95
student0942@sample.tri-ai.test,Team 95
student0943@sample.tri-ai.test,Team 95
student0944@sample.tri-ai.test,Team 95
student0945@sample.tri-ai.test,Team 95
student0946@sample.tri-ai.test,Team 95
student0947@sample.tri-ai.test,Team 95
student0948@sample.tri-ai.test,Team 95
student0949@sample.tri-ai.test,Team 95
student0950@sample.tri-ai.test,Team 95
student0951@sample.tri-ai.test,Team 96
student0952@sample.tri-ai.test,Team 96
student0953@sample.tri-ai.test,Team 96
student0954@sample.tri-ai.test,Team 96
student0955@sample.tri-ai.test,Team 96
student0956@sample.tri-ai.test,Team 96
student0957@sample.tri-ai.test,Team 96
student0958@sample.tri-ai.test,Team 96
student0959@sample.tri-ai.test,Team 96
student0960@sample.tri-ai.test,Team 96
student0961@sample.tri-ai.test,Team 97
student0962@sample.tri-ai.test,Team 97
student0963@sample.tri-ai.test,Team 97
student0964@sample.tri-ai.test,Team 97
student0965@sample.tri-ai.test,Team 97
student0966@sample.tri-ai.test,Team 97
student0967@sample.tri-ai.test,Team 97
student0968@sample.tri-ai.test,Team 97
student0969@sample.tri-ai.test,Team 97
student0970@sample.tri-ai.test,Team 97
student0971@sample.tri-ai.test,Team 98
student0972@sample.tri-ai.test,Team 98
student0973@sample.tri-ai.test,Team 98
student0974@sample.tri-ai.test,Team 98
student0975@sample.tri-ai.test,Team 98
student0976@sample.tri-ai.test,Team 98
student0977@sample.tri-ai.test,Team 98
student0978@sample.tri-ai.test,Team 98
student0979@sample.tri-ai.test,Team 98
student0980@sample.tri-ai.test,Team 98
student0981@sample.tri-ai.test,Team 99
student0982@sample.tri-ai.test,Team 99
student0983@sample.tri-ai.test,Team 99
student0984@sample.tri-ai.test,Team 99
student0985@sample.tri-ai.test,Team 99
student0986@sample.tri-ai.test,Team 99
student0987@sample.tri-ai.test,Team 99
student0988@sample.tri-ai.test,Team 99
student0989@sample.tri-ai.test,Team 99
student0990@sample.tri-ai.test,Team 99
student0991@sample.tri-ai.test,Team 100
student0992@sample.tri-ai.test,Team 100
student0993@sample.tri-ai.test,Team 100
student0994@sample.tri-ai.test,Team 100
student0995@sample.tri-ai.test,Team 100
student0996@sample.tri-ai.test,Team 100
student0997@sample.tri-ai.test,Team 100
student0998@sample.tri-ai.test,Team 100
student0999@sample.tri-ai.test,Team 100
student1000@sample.tri-ai.test,Team 100
